source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents
KEGG	KEGG:05167	Kaposi sarcoma-associated herpesvirus infection	0.0057405542363791265	True	Kaposi sarcoma-associated herpesvirus infection	194	892	39	8484	0.043721973094170405	0.20103092783505155	query_1	['KEGG:00000']
GO:MF	GO:0016787	hydrolase activity	0.005903238003396159	True	"""Catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc."" [ISBN:0198506732]"	2478	1809	281	20212	0.15533443891652846	0.11339790153349476	query_1	['GO:0003824']
GO:BP	GO:0010243	response to organonitrogen compound	0.00611072018334667	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organonitrogen stimulus. An organonitrogen compound is formally a compound containing at least one carbon-nitrogen bond."" [PMID:9869419]"	964	1749	121	21031	0.06918238993710692	0.12551867219917012	query_1	['GO:0010033', 'GO:1901698']
GO:BP	GO:0043405	regulation of MAP kinase activity	0.006289897034943215	True	"""Any process that modulates the frequency, rate or extent of MAP kinase activity."" [GOC:dph, GOC:go_curators]"	124	1749	27	21031	0.015437392795883362	0.21774193548387097	query_1	['GO:0071900']
GO:BP	GO:0034341	response to type II interferon	0.006459764538993747	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interferon-gamma stimulus. Interferon-gamma is also known as type II interferon."" [GOC:add, ISBN:0126896631, PMID:15546383]"	146	1749	30	21031	0.017152658662092625	0.2054794520547945	query_1	['GO:0034097', 'GO:0045087']
GO:BP	GO:0060284	regulation of cell development	0.00686151431878002	True	"""Any process that modulates the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."" [GOC:dph, GOC:tb]"	849	1749	109	21031	0.062321326472269865	0.12838633686690223	query_1	['GO:0045595', 'GO:0048468']
GO:BP	GO:0000122	negative regulation of transcription by RNA polymerase II	0.006872171776966398	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of transcription mediated by RNA polymerase II."" [GOC:go_curators, GOC:txnOH]"	986	1749	123	21031	0.07032590051457976	0.12474645030425964	query_1	['GO:0006357', 'GO:0006366', 'GO:0045892']
KEGG	KEGG:05161	Hepatitis B	0.0070786875643403585	True	Hepatitis B	162	892	34	8484	0.03811659192825112	0.20987654320987653	query_1	['KEGG:00000']
GO:BP	GO:0071496	cellular response to external stimulus	0.007109382290848776	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external stimulus."" [GOC:mah]"	341	1749	54	21031	0.030874785591766724	0.15835777126099707	query_1	['GO:0009605']
GO:BP	GO:0030324	lung development	0.007637600673568908	True	"""The process whose specific outcome is the progression of the lung over time, from its formation to the mature structure. In all air-breathing vertebrates the lungs are developed from the ventral wall of the oesophagus as a pouch which divides into two sacs. In amphibians and many reptiles the lungs retain very nearly this primitive sac-like character, but in the higher forms the connection with the esophagus becomes elongated into the windpipe and the inner walls of the sacs become more and more divided, until, in the mammals, the air spaces become minutely divided into tubes ending in small air cells, in the walls of which the blood circulates in a fine network of capillaries. In mammals the lungs are more or less divided into lobes, and each lung occupies a separate cavity in the thorax."" [GOC:jid, UBERON:0002048]"	193	1749	36	21031	0.02058319039451115	0.18652849740932642	query_1	['GO:0030323', 'GO:0048513', 'GO:0060541']
GO:BP	GO:0072593	reactive oxygen species metabolic process	0.00782610146629385	True	"""The chemical reactions and pathways involving a reactive oxygen species, any molecules or ions formed by the incomplete one-electron reduction of oxygen. They contribute to the microbicidal activity of phagocytes, regulation of signal transduction and gene expression, and the oxidative damage to biopolymers."" [GOC:mah]"	225	1749	40	21031	0.022870211549456832	0.17777777777777778	query_1	['GO:0044237']
GO:BP	GO:0032879	regulation of localization	0.008689945064025123	True	"""Any process that modulates the frequency, rate or extent of any process in which a cell, a substance, or a cellular entity is transported to, or maintained in, a specific location."" [GOC:mah]"	2018	1749	223	21031	0.12750142938822184	0.11050545094152626	query_1	['GO:0050789', 'GO:0051179']
GO:BP	GO:0044087	regulation of cellular component biogenesis	0.008716214540784958	True	"""Any process that modulates the frequency, rate or extent of cellular component biogenesis, a process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component."" [GOC:jl]"	971	1749	121	21031	0.06918238993710692	0.12461380020597322	query_1	['GO:0044085', 'GO:0050794']
GO:BP	GO:1903557	positive regulation of tumor necrosis factor superfamily cytokine production	0.009042097967995296	True	"""Any process that activates or increases the frequency, rate or extent of tumor necrosis factor superfamily cytokine production."" [GO_REF:0000058, GOC:TermGenie, PMID:24187568]"	105	1749	24	21031	0.0137221269296741	0.22857142857142856	query_1	['GO:0001819', 'GO:0071706', 'GO:1903555']
GO:BP	GO:0050729	positive regulation of inflammatory response	0.009201355680068763	True	"""Any process that activates or increases the frequency, rate or extent of the inflammatory response."" [GOC:ai]"	141	1749	29	21031	0.016580903373356205	0.20567375886524822	query_1	['GO:0006954', 'GO:0031349', 'GO:0032103', 'GO:0050727']
GO:BP	GO:0044092	negative regulation of molecular function	0.009267703284814514	True	"""Any process that stops or reduces the rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GO:jl]"	672	1749	90	21031	0.051457975986277875	0.13392857142857142	query_1	['GO:0065009']
GO:MF	GO:0005509	calcium ion binding	0.009314149537554156	True	"""Binding to a calcium ion (Ca2+)."" [GOC:ai]"	726	1809	99	20212	0.05472636815920398	0.13636363636363635	query_1	['GO:0046872']
GO:BP	GO:0050865	regulation of cell activation	0.009583738961318103	True	"""Any process that modulates the frequency, rate or extent of cell activation, the change in the morphology or behavior of a cell resulting from exposure to an activating factor such as a cellular or soluble ligand."" [GOC:ai]"	616	1749	84	21031	0.048027444253859346	0.13636363636363635	query_1	['GO:0001775', 'GO:0050794', 'GO:0051239']
GO:BP	GO:0045069	regulation of viral genome replication	0.009665806501538388	True	"""Any process that modulates the frequency, rate or extent of viral genome replication."" [GOC:ai]"	85	1749	21	21031	0.012006861063464836	0.24705882352941178	query_1	['GO:0019079', 'GO:1903900']
GO:BP	GO:0007162	negative regulation of cell adhesion	0.00996178075794504	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell adhesion."" [GOC:go_curators]"	285	1749	47	21031	0.026872498570611778	0.1649122807017544	query_1	['GO:0007155', 'GO:0030155', 'GO:0048523']
GO:BP	GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process	0.009974863762761908	True	"""Any process that modulates the activity of a cysteine-type endopeptidase involved in apoptosis."" [GOC:jl, GOC:mtg_apoptosis]"	149	1749	30	21031	0.017152658662092625	0.20134228187919462	query_1	['GO:2000116']
GO:BP	GO:0010573	vascular endothelial growth factor production	0.01006177720860468	True	"""The appearance of vascular endothelial growth factor production due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:rl]"	37	1749	13	21031	0.007432818753573471	0.35135135135135137	query_1	['GO:0001816']
GO:BP	GO:0019058	viral life cycle	0.010949513490785476	True	"""A set of processes which all viruses follow to ensure survival; includes attachment and entry of the virus particle, decoding of genome information, translation of viral mRNA by host ribosomes, genome replication, and assembly and release of viral particles containing the genome."" [ISBN:1555811272]"	320	1749	51	21031	0.029159519725557463	0.159375	query_1	['GO:0016032']
GO:BP	GO:0045766	positive regulation of angiogenesis	0.011211725193162485	True	"""Any process that activates or increases angiogenesis."" [GOC:go_curators]"	165	1749	32	21031	0.018296169239565466	0.19393939393939394	query_1	['GO:0001525', 'GO:0045765', 'GO:1904018']
GO:BP	GO:0000902	cell morphogenesis	0.011240342116169201	True	"""The developmental process in which the size or shape of a cell is generated and organized."" [GOC:clt, GOC:dph, GOC:go_curators, GOC:tb]"	986	1749	122	21031	0.06975414522584333	0.12373225152129817	query_1	['GO:0009653']
GO:BP	GO:1902532	negative regulation of intracellular signal transduction	0.011285444913548881	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of intracellular signal transduction."" [GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]"	544	1749	76	21031	0.04345340194396798	0.13970588235294118	query_1	['GO:0009968', 'GO:0035556', 'GO:1902531']
GO:MF	GO:0140297	DNA-binding transcription factor binding	0.012047922722680125	True	"""Binding to a DNA-binding transcription factor, a protein that interacts with a specific DNA sequence (sometimes referred to as a motif) within the regulatory region of a gene to modulate transcription."" [GOC:txnOH-2018]"	490	1809	72	20212	0.03980099502487562	0.1469387755102041	query_1	['GO:0008134']
GO:BP	GO:0030163	protein catabolic process	0.012280158035498121	True	"""The chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds."" [GOC:mah]"	968	1749	120	21031	0.0686106346483705	0.12396694214876033	query_1	['GO:0009057', 'GO:0019538', 'GO:1901565']
GO:BP	GO:0030323	respiratory tube development	0.012416618240221411	True	"""The process whose specific outcome is the progression of the respiratory tube over time, from its formation to the mature structure. The respiratory tube is assumed to mean any tube in the respiratory tract."" [GOC:jid]"	197	1749	36	21031	0.02058319039451115	0.18274111675126903	query_1	['GO:0035295', 'GO:0048513']
GO:BP	GO:1903037	regulation of leukocyte cell-cell adhesion	0.01260926130225255	True	"""Any process that modulates the frequency, rate or extent of leukocyte cell-cell adhesion."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21106532]"	365	1749	56	21031	0.03201829616923957	0.15342465753424658	query_1	['GO:0007159', 'GO:0022407']
GO:BP	GO:0060993	kidney morphogenesis	0.012742601167386562	True	"""Morphogenesis of a kidney. A kidney is an organ that filters the blood and excretes the end products of body metabolism in the form of urine."" [GOC:dph, GOC:mtg_kidney_jan10]"	100	1749	23	21031	0.013150371640937679	0.23	query_1	['GO:0001822', 'GO:0009887']
GO:BP	GO:0007049	cell cycle	0.0131517673228406	True	"""The progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events. Canonically, the cell cycle comprises the replication and segregation of genetic material followed by the division of the cell, but in endocycles or syncytial cells nuclear replication or nuclear division may not be followed by cell division."" [GOC:go_curators, GOC:mtg_cell_cycle]"	1819	1749	203	21031	0.11606632361349342	0.11159978009895546	query_1	['GO:0009987']
GO:BP	GO:0032635	interleukin-6 production	0.01321478264930449	True	"""The appearance of interleukin-6 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah]"	151	1749	30	21031	0.017152658662092625	0.1986754966887417	query_1	['GO:0001816']
GO:BP	GO:0032675	regulation of interleukin-6 production	0.01321478264930449	True	"""Any process that modulates the frequency, rate, or extent of interleukin-6 production."" [GOC:mah]"	151	1749	30	21031	0.017152658662092625	0.1986754966887417	query_1	['GO:0001817', 'GO:0032635']
GO:BP	GO:2000116	regulation of cysteine-type endopeptidase activity	0.013267367045734132	True	"""Any process that modulates the frequency, rate or extent of cysteine-type endopeptidase activity."" [GOC:obol, GOC:yaf]"	174	1749	33	21031	0.018867924528301886	0.1896551724137931	query_1	['GO:0052548']
GO:BP	GO:0009636	response to toxic substance	0.013348600230455672	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a toxic stimulus."" [GOC:lr]"	238	1749	41	21031	0.023441966838193252	0.1722689075630252	query_1	['GO:0042221']
GO:BP	GO:0002685	regulation of leukocyte migration	0.013613168019803558	True	"""Any process that modulates the frequency, rate, or extent of leukocyte migration."" [GOC:add]"	230	1749	40	21031	0.022870211549456832	0.17391304347826086	query_1	['GO:0002682', 'GO:0030334', 'GO:0050900']
GO:MF	GO:0016491	oxidoreductase activity	0.013716017466046537	True	"""Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced."" [GOC:go_curators]"	742	1809	100	20212	0.055279159756771695	0.1347708894878706	query_1	['GO:0003824']
GO:BP	GO:0038066	p38MAPK cascade	0.013848499774884327	True	"""A MAPK cascade containing at least the p38MAPK (MAPK14) MAP kinase, or Hog1 in yeast. It starts with the activation of a MAP3K, and the consecutive activation of a MPK2K and of p38MAPK. The cascade can also contain an additional tier: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinases in the downstream tier. The p38MAPK cascade is activated by stress signals, including hyperosmolarity, as well as by G protein-coupled receptors, growth factors, and cytokines, and results in cellular responses such as cell proliferation, cell differentiation, apoptosis and inflammation."" [PMID:20811974, PMID:23125017, PMID:32794416]"	55	1749	16	21031	0.009148084619782733	0.2909090909090909	query_1	['GO:0000165']
GO:BP	GO:0045429	positive regulation of nitric oxide biosynthetic process	0.014133143446077134	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of nitric oxide."" [GOC:go_curators]"	38	1749	13	21031	0.007432818753573471	0.34210526315789475	query_1	['GO:0006809', 'GO:0031328', 'GO:0045428', 'GO:1904407']
GO:MF	GO:1901363	heterocyclic compound binding	0.014391911346593256	True	"""Binding to heterocyclic compound."" [GOC:TermGenie]"	2325	1809	263	20212	0.14538419016030957	0.11311827956989247	query_1	['GO:0036094']
GO:BP	GO:1904018	positive regulation of vasculature development	0.014588300654474926	True	"""Any process that activates or increases the frequency, rate or extent of vasculature development."" [GO_REF:0000058, GOC:TermGenie, PMID:21472453]"	167	1749	32	21031	0.018296169239565466	0.19161676646706588	query_1	['GO:0001944', 'GO:0051094', 'GO:0051240', 'GO:1901342']
GO:BP	GO:0016032	viral process	0.014591956628016762	True	"""A multi-organism process in which a virus is a participant. The other participant is the host. Includes infection of a host cell, replication of the viral genome, and assembly of progeny virus particles. In some cases the viral genetic material may integrate into the host genome and only subsequently, under particular circumstances, 'complete' its life cycle."" [GOC:bf, GOC:jl, GOC:mah]"	429	1749	63	21031	0.036020583190394515	0.14685314685314685	query_1	['GO:0008150']
GO:BP	GO:0045667	regulation of osteoblast differentiation	0.01609100501399361	True	"""Any process that modulates the frequency, rate or extent of osteoblast differentiation."" [GOC:go_curators]"	130	1749	27	21031	0.015437392795883362	0.2076923076923077	query_1	['GO:0001649', 'GO:0045595']
GO:BP	GO:1903900	regulation of viral life cycle	0.01637969661589733	True	"""Any process that modulates the frequency, rate or extent of viral life cycle."" [GO_REF:0000058, GOC:TermGenie, PMID:18005716]"	145	1749	29	21031	0.016580903373356205	0.2	query_1	['GO:0019058', 'GO:0050792']
GO:BP	GO:0030216	keratinocyte differentiation	0.017085097973114763	True	"""The process in which a relatively unspecialized cell acquires specialized features of a keratinocyte."" [GOC:dph, GOC:mah, GOC:sdb_2009, GOC:tb]"	176	1749	33	21031	0.018867924528301886	0.1875	query_1	['GO:0009913', 'GO:0043588']
GO:MF	GO:0043168	anion binding	0.017139644501539274	True	"""Binding to an anion, a charged atom or group of atoms with a net negative charge."" [GOC:jl]"	2452	1809	275	20212	0.15201768933112217	0.11215334420880914	query_1	['GO:0043167']
GO:BP	GO:0046822	regulation of nucleocytoplasmic transport	0.01752767902998145	True	"""Any process that modulates the frequency, rate or extent of the directed movement of substances between the nucleus and the cytoplasm."" [GOC:bf]"	116	1749	25	21031	0.01429388221841052	0.21551724137931033	query_1	['GO:0006913', 'GO:0032386']
GO:BP	GO:0070372	regulation of ERK1 and ERK2 cascade	0.017661224668552668	True	"""Any process that modulates the frequency, rate or extent of signal transduction mediated by the ERK1 and ERK2 cascade."" [GOC:add, ISBN:0121245462, ISBN:0896039986]"	291	1749	47	21031	0.026872498570611778	0.16151202749140894	query_1	['GO:0043408', 'GO:0070371']
GO:BP	GO:0010883	regulation of lipid storage	0.017690613148927604	True	"""Any process that modulates the rate, frequency or extent of lipid storage. Lipid storage is the accumulation and maintenance in cells or tissues of lipids, compounds soluble in organic solvents but insoluble or sparingly soluble in aqueous solvents. Lipid reserves can be accumulated during early developmental stages for mobilization and utilization at later stages of development."" [GOC:BHF, GOC:dph, GOC:tb]"	50	1749	15	21031	0.008576329331046312	0.3	query_1	['GO:0019915', 'GO:0032879']
GO:BP	GO:0022411	cellular component disassembly	0.0177881437141152	True	"""A cellular process that results in the breakdown of a cellular component."" [GOC:isa_complete]"	523	1749	73	21031	0.04173813607775872	0.13957934990439771	query_1	['GO:0016043']
GO:BP	GO:0034614	cellular response to reactive oxygen species	0.018838483199061447	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a reactive oxygen species stimulus. Reactive oxygen species include singlet oxygen, superoxide, and oxygen free radicals."" [GOC:mah]"	146	1749	29	21031	0.016580903373356205	0.19863013698630136	query_1	['GO:0000302', 'GO:0034599', 'GO:1901701']
GO:BP	GO:1904407	positive regulation of nitric oxide metabolic process	0.019591533213600916	True	"""Any process that activates or increases the frequency, rate or extent of nitric oxide metabolic process."" [GO_REF:0000058, GOC:TermGenie, PMID:11991626]"	39	1749	13	21031	0.007432818753573471	0.3333333333333333	query_1	['GO:0046209', 'GO:0051173', 'GO:0080164']
GO:BP	GO:0051234	establishment of localization	0.020273864997989905	True	"""Any process that localizes a substance or cellular component. This may occur via movement, tethering or selective degradation."" [GOC:ai, GOC:dos]"	4881	1749	480	21031	0.274442538593482	0.09834050399508297	query_1	['GO:0051179']
GO:BP	GO:0071887	leukocyte apoptotic process	0.02055188275986901	True	"""Any apoptotic process in a leukocyte, an achromatic cell of the myeloid or lymphoid lineages capable of ameboid movement, found in blood or other tissue."" [CL:0000738, GOC:BHF, GOC:mah, GOC:mtg_apoptosis]"	117	1749	25	21031	0.01429388221841052	0.21367521367521367	query_1	['GO:0006915']
GO:BP	GO:2000106	regulation of leukocyte apoptotic process	0.0209797067817746	True	"""Any process that modulates the frequency, rate or extent of leukocyte apoptotic process."" [GOC:BHF, GOC:mtg_apoptosis]"	89	1749	21	21031	0.012006861063464836	0.23595505617977527	query_1	['GO:0042981', 'GO:0071887']
GO:BP	GO:0048589	developmental growth	0.02139735848479537	True	"""The increase in size or mass of an entire organism, a part of an organism or a cell, where the increase in size or mass has the specific outcome of the progression of the organism over time from one condition to another."" [GOC:go_curators]"	667	1749	88	21031	0.050314465408805034	0.13193403298350825	query_1	['GO:0032502', 'GO:0040007']
GO:BP	GO:0040008	regulation of growth	0.022090516101061566	True	"""Any process that modulates the frequency, rate or extent of the growth of all or part of an organism so that it occurs at its proper speed, either globally or in a specific part of the organism's development."" [GOC:ems, GOC:mah]"	620	1749	83	21031	0.04745568896512293	0.1338709677419355	query_1	['GO:0040007', 'GO:0050789']
GO:BP	GO:0050678	regulation of epithelial cell proliferation	0.022111972591890103	True	"""Any process that modulates the frequency, rate or extent of epithelial cell proliferation."" [GOC:ai]"	363	1749	55	21031	0.031446540880503145	0.15151515151515152	query_1	['GO:0042127', 'GO:0050673']
GO:BP	GO:0046209	nitric oxide metabolic process	0.022650930830817585	True	"""The chemical reactions and pathways involving nitric oxide, nitrogen monoxide (NO), a colorless gas only slightly soluble in water."" [GOC:ai]"	76	1749	19	21031	0.010863350485991996	0.25	query_1	['GO:2001057']
GO:BP	GO:2001236	regulation of extrinsic apoptotic signaling pathway	0.022751770390306594	True	"""Any process that modulates the frequency, rate or extent of extrinsic apoptotic signaling pathway."" [GOC:mtg_apoptosis]"	155	1749	30	21031	0.017152658662092625	0.1935483870967742	query_1	['GO:0097191', 'GO:2001233']
GO:BP	GO:0006869	lipid transport	0.02285358517371578	True	"""The directed movement of lipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Lipids are compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent."" [ISBN:0198506732]"	435	1749	63	21031	0.036020583190394515	0.14482758620689656	query_1	['GO:0010876', 'GO:0071702']
GO:BP	GO:1901566	organonitrogen compound biosynthetic process	0.02288368705665559	True	"""The chemical reactions and pathways resulting in the formation of organonitrogen compound."" [GOC:pr, GOC:TermGenie]"	1761	1749	196	21031	0.11206403659233848	0.11130039750141965	query_1	['GO:1901564', 'GO:1901576']
GO:BP	GO:0097305	response to alcohol	0.023161021208369683	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an alcohol stimulus."" [GOC:pr, PMID:24014527]"	260	1749	43	21031	0.024585477415666093	0.16538461538461538	query_1	['GO:0010033', 'GO:1901700']
KEGG	KEGG:05219	Bladder cancer	0.023243934510175594	True	Bladder cancer	41	892	13	8484	0.014573991031390135	0.3170731707317073	query_1	['KEGG:00000']
GO:BP	GO:0060326	cell chemotaxis	0.023596020695441762	True	"""The directed movement of a motile cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."" [GOC:dph]"	320	1749	50	21031	0.02858776443682104	0.15625	query_1	['GO:0006935', 'GO:0016477', 'GO:0070887']
KEGG	KEGG:05162	Measles	0.02382336097914784	True	Measles	138	892	29	8484	0.032511210762331835	0.21014492753623187	query_1	['KEGG:00000']
KEGG	KEGG:05418	Fluid shear stress and atherosclerosis	0.02382336097914784	True	Fluid shear stress and atherosclerosis	138	892	29	8484	0.032511210762331835	0.21014492753623187	query_1	['KEGG:00000']
GO:BP	GO:0007015	actin filament organization	0.02404888471414445	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments. Includes processes that control the spatial distribution of actin filaments, such as organizing filaments into meshworks, bundles, or other structures, as by cross-linking."" [GOC:mah]"	463	1749	66	21031	0.03773584905660377	0.14254859611231102	query_1	['GO:0030036', 'GO:0097435']
GO:BP	GO:0044089	positive regulation of cellular component biogenesis	0.02408758689913173	True	"""Any process that activates or increases the frequency, rate or extent of cellular component biogenesis, a process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component."" [GOC:jl]"	509	1749	71	21031	0.04059462550028588	0.13948919449901767	query_1	['GO:0044085', 'GO:0044087', 'GO:0048522']
GO:BP	GO:0072028	nephron morphogenesis	0.024279235760480616	True	"""The process in which the anatomical structures of the nephron are generated and organized. A nephron is the functional unit of the kidney."" [GOC:mtg_kidney_jan10]"	83	1749	20	21031	0.011435105774728416	0.24096385542168675	query_1	['GO:0009653', 'GO:0060993', 'GO:0072006']
GO:BP	GO:0008361	regulation of cell size	0.02501006398425479	True	"""Any process that modulates the size of a cell."" [GOC:go_curators]"	195	1749	35	21031	0.020011435105774727	0.1794871794871795	query_1	['GO:0032535']
GO:BP	GO:0019915	lipid storage	0.025243138927790034	True	"""The accumulation and maintenance in cells or tissues of lipids, compounds soluble in organic solvents but insoluble or sparingly soluble in aqueous solvents. Lipid reserves can be accumulated during early developmental stages for mobilization and utilization at later stages of development."" [GOC:dph, GOC:mah, GOC:tb, PMID:11102830]"	90	1749	21	21031	0.012006861063464836	0.23333333333333334	query_1	['GO:0010876', 'GO:0051235']
GO:BP	GO:2000628	regulation of miRNA metabolic process	0.025243138927790034	True	"""Any process that modulates the frequency, rate or extent of miRNA metabolic process."" [GOC:dph]"	90	1749	21	21031	0.012006861063464836	0.23333333333333334	query_1	['GO:0010586', 'GO:0051252']
GO:BP	GO:0032755	positive regulation of interleukin-6 production	0.025611033173504445	True	"""Any process that activates or increases the frequency, rate, or extent of interleukin-6 production."" [GOC:mah]"	97	1749	22	21031	0.012578616352201259	0.2268041237113402	query_1	['GO:0001819', 'GO:0032635', 'GO:0032675']
GO:BP	GO:0097530	granulocyte migration	0.025961119304892876	True	"""The movement of a granulocyte within or between different tissues and organs of the body."" [GOC:cvs, PMID:24163421, PMID:24193336]"	156	1749	30	21031	0.017152658662092625	0.19230769230769232	query_1	['GO:0097529']
GO:BP	GO:0031175	neuron projection development	0.02663257638461484	True	"""The process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites)."" [GOC:mah]"	1014	1749	123	21031	0.07032590051457976	0.12130177514792899	query_1	['GO:0048666', 'GO:0120036']
GO:BP	GO:0060541	respiratory system development	0.026992648881373794	True	"""The progression of the respiratory system over time from its formation to its mature structure. The respiratory system carries out respiratory gaseous exchange."" [GOC:dph]"	220	1749	38	21031	0.02172670097198399	0.17272727272727273	query_1	['GO:0048731']
GO:BP	GO:2001057	reactive nitrogen species metabolic process	0.027748744620745534	True	"""The chemical reactions and pathways involving a reactive nitrogen species."" [GOC:obol]"	77	1749	19	21031	0.010863350485991996	0.24675324675324675	query_1	['GO:0006807']
GO:BP	GO:0043406	positive regulation of MAP kinase activity	0.027748744620745534	True	"""Any process that activates or increases the frequency, rate or extent of MAP kinase activity."" [GOC:dph, GOC:go_curators]"	77	1749	19	21031	0.010863350485991996	0.24675324675324675	query_1	['GO:0043405', 'GO:0043410', 'GO:0071902']
REAC	REAC:R-HSA-918233	TRAF3-dependent IRF activation pathway	0.02835904722460155	True	TRAF3-dependent IRF activation pathway	15	1149	8	10842	0.006962576153176675	0.5333333333333333	query_1	['REAC:R-HSA-168928']
GO:BP	GO:0050727	regulation of inflammatory response	0.02843464849747568	True	"""Any process that modulates the frequency, rate or extent of the inflammatory response, the immediate defensive reaction (by vertebrate tissue) to infection or injury caused by chemical or physical agents."" [GOC:ai]"	375	1749	56	21031	0.03201829616923957	0.14933333333333335	query_1	['GO:0006954', 'GO:0031347', 'GO:0032101']
GO:BP	GO:0071498	cellular response to fluid shear stress	0.029195773965594234	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a fluid shear stress stimulus. Fluid shear stress is the force acting on an object in a system where the fluid is moving across a solid surface."" [GOC:mah]"	20	1749	9	21031	0.005145797598627788	0.45	query_1	['GO:0033554', 'GO:0034405']
GO:MF	GO:0000166	nucleotide binding	0.02951438400706772	True	"""Binding to a nucleotide, any compound consisting of a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose or deoxyribose."" [GOC:mah, ISBN:0198547684]"	2187	1809	247	20212	0.13653952459922608	0.11294010059442158	query_1	['GO:1901265', 'GO:1901363']
GO:BP	GO:0010975	regulation of neuron projection development	0.030038833333329892	True	"""Any process that modulates the rate, frequency or extent of neuron projection development. Neuron projection development is the process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites)."" [GOC:dph, GOC:tb]"	457	1749	65	21031	0.037164093767867355	0.1422319474835886	query_1	['GO:0031175', 'GO:0120035']
GO:BP	GO:0006082	organic acid metabolic process	0.03027216745379719	True	"""The chemical reactions and pathways involving organic acids, any acidic compound containing carbon in covalent linkage."" [ISBN:0198506732]"	927	1749	114	21031	0.06518010291595197	0.12297734627831715	query_1	['GO:0044237', 'GO:0044281', 'GO:0071704']
GO:BP	GO:0010466	negative regulation of peptidase activity	0.030272370008257995	True	"""Any process that stops or reduces the rate of peptidase activity, the hydrolysis of peptide bonds within proteins."" [GOC:dph, GOC:tb]"	91	1749	21	21031	0.012006861063464836	0.23076923076923078	query_1	['GO:0045861', 'GO:0051346', 'GO:0052547']
GO:MF	GO:1901265	nucleoside phosphate binding	0.030432971413510326	True	"""Binding to nucleoside phosphate."" [GOC:TermGenie]"	2188	1809	247	20212	0.13653952459922608	0.11288848263254113	query_1	['GO:0097159']
GO:BP	GO:0007167	enzyme-linked receptor protein signaling pathway	0.030566579724922754	True	"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell, where the receptor possesses catalytic activity or is closely associated with an enzyme such as a protein kinase, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling, ISBN:0815316194]"	967	1749	118	21031	0.06746712407089765	0.12202688728024819	query_1	['GO:0007166']
